Order_ID,Vendor_ID,Product_Category,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Quantity,Price_Per_Unit,Region,Revenue,Month_Name,Lead_Time,Delivery_Delay,Non_Delivered,Late,On_Time,Early,Delivered_Qty,,,
ORD-2684,VND-003,Furniture,18/07/2025,23/07/2025,21/07/2025,Delivered,1,3800,South,3800,July,3,-2,0,0,0,1,1,,,
ORD-2685,VND-014,Apparel,18/07/2025,25/07/2025,26/07/2025,Delivered,5,130,International,650,July,8,1,0,1,0,0,5,,,
ORD-2686,VND-012,Office Supplies,18/07/2025,25/07/2025,28/07/2025,Delivered,53,50,South,2650,July,10,3,0,1,0,0,53,,,
ORD-2687,VND-010,Office Supplies,18/07/2025,22/07/2025,25/07/2025,Delivered,48,45,Central,2160,July,7,3,0,1,0,0,48,,,
ORD-2688,VND-004,Furniture,18/07/2025,25/07/2025,27/07/2025,Delivered,2,21000,West,42000,July,9,2,0,1,0,0,2,,,
ORD-2689,VND-005,Electronics,18/07/2025,25/07/2025,,In Transit,9,2400,South,21600,July,,,1,0,0,0,0,,,
ORD-2690,VND-002,Apparel,19/07/2025,27/07/2025,26/07/2025,Delivered,36,195,East,7020,July,7,-1,0,0,0,1,36,,,
ORD-2691,VND-008,Apparel,19/07/2025,27/07/2025,,Cancelled,38,45,East,1710,July,,,1,0,0,0,0,,,
ORD-2692,VND-011,Electronics,19/07/2025,24/07/2025,22/07/2025,Delivered,9,13500,North,121500,July,3,-2,0,0,0,1,9,,,
ORD-2693,VND-011,Electronics,19/07/2025,28/07/2025,,Cancelled,8,5000,Central,40000,July,,,1,0,0,0,0,,,
ORD-2694,VND-014,Electronics,19/07/2025,28/07/2025,27/07/2025,Delivered,8,45000,Central,360000,July,8,-1,0,0,0,1,8,,,
ORD-2695,VND-002,Furniture,19/07/2025,24/07/2025,25/07/2025,Delivered,1,15000,South,15000,July,6,1,0,1,0,0,1,,,
ORD-2696,VND-009,Furniture,19/07/2025,25/07/2025,,Cancelled,2,18000,West,36000,July,,,1,0,0,0,0,,,
ORD-2697,VND-002,Apparel,19/07/2025,24/07/2025,26/07/2025,Delivered,35,320,Central,11200,July,7,2,0,1,0,0,35,,,
ORD-2698,VND-013,Furniture,19/07/2025,23/07/2025,26/07/2025,Delivered,3,15000,South,45000,July,7,3,0,1,0,0,3,,,
ORD-2699,VND-009,Office Supplies,19/07/2025,27/07/2025,30/07/2025,Delivered,68,500,South,34000,July,11,3,0,1,0,0,68,,,
ORD-2700,VND-007,Apparel,19/07/2025,23/07/2025,,Cancelled,49,60,International,2940,July,,,1,0,0,0,0,,,
ORD-2701,VND-015,Furniture,19/07/2025,27/07/2025,,In Transit,3,7000,International,21000,July,,,1,0,0,0,0,,,
ORD-2702,VND-008,Electronics,20/07/2025,29/07/2025,28/07/2025,Delivered,7,1100,Central,7700,July,8,-1,0,0,0,1,7,,,
ORD-2703,VND-015,Office Supplies,20/07/2025,26/07/2025,25/07/2025,Delivered,69,50,South,3450,July,5,-1,0,0,0,1,69,,,
ORD-2704,VND-011,Electronics,20/07/2025,29/07/2025,,Cancelled,3,2400,North,7200,July,,,1,0,0,0,0,,,
ORD-2705,VND-002,Apparel,20/07/2025,27/07/2025,29/07/2025,Delivered,16,110,North,1760,July,9,2,0,1,0,0,16,,,
ORD-2706,VND-007,Electronics,20/07/2025,26/07/2025,28/07/2025,Delivered,3,2400,International,7200,July,8,2,0,1,0,0,3,,,
ORD-2707,VND-012,Furniture,20/07/2025,27/07/2025,28/07/2025,Delivered,1,21000,Central,21000,July,8,1,0,1,0,0,1,,,
ORD-2708,VND-006,Furniture,20/07/2025,27/07/2025,30/07/2025,Delivered,1,15000,West,15000,July,10,3,0,1,0,0,1,,,
ORD-2709,VND-004,Apparel,20/07/2025,25/07/2025,28/07/2025,Delivered,46,220,North,10120,July,8,3,0,1,0,0,46,,,
ORD-2710,VND-007,Electronics,20/07/2025,25/07/2025,25/07/2025,Delivered,4,8500,North,34000,July,5,0,0,0,1,0,4,,,
ORD-2711,VND-014,Apparel,20/07/2025,27/07/2025,26/07/2025,Delivered,8,45,International,360,July,6,-1,0,0,0,1,8,,,
ORD-2712,VND-013,Electronics,20/07/2025,24/07/2025,22/07/2025,Delivered,5,8500,International,42500,July,2,-2,0,0,0,1,5,,,
ORD-2713,VND-004,Office Supplies,20/07/2025,25/07/2025,25/07/2025,Delivered,10,25,Central,250,July,5,0,0,0,1,0,10,,,
ORD-2714,VND-002,Furniture,21/07/2025,29/07/2025,01/08/2025,Delivered,3,21000,International,63000,July,11,3,0,1,0,0,3,,,
ORD-2715,VND-010,Apparel,21/07/2025,28/07/2025,,In Transit,23,45,East,1035,July,,,1,0,0,0,0,,,
ORD-2716,VND-012,Office Supplies,21/07/2025,26/07/2025,26/07/2025,Delivered,89,15,South,1335,July,5,0,0,0,1,0,89,,,
ORD-2717,VND-007,Office Supplies,21/07/2025,30/07/2025,01/08/2025,Delivered,94,45,North,4230,July,11,2,0,1,0,0,94,,,
ORD-2718,VND-008,Apparel,21/07/2025,27/07/2025,,Cancelled,54,195,East,10530,July,,,1,0,0,0,0,,,
ORD-2719,VND-002,Apparel,21/07/2025,29/07/2025,27/07/2025,Delivered,33,75,West,2475,July,6,-2,0,0,0,1,33,,,
ORD-2720,VND-005,Office Supplies,21/07/2025,30/07/2025,02/08/2025,Delivered,49,350,East,17150,July,12,3,0,1,0,0,49,,,
ORD-2721,VND-001,Electronics,21/07/2025,29/07/2025,27/07/2025,Delivered,2,45000,Central,90000,July,6,-2,0,0,0,1,2,,,
ORD-2722,VND-007,Office Supplies,21/07/2025,28/07/2025,27/07/2025,Delivered,24,50,West,1200,July,6,-1,0,0,0,1,24,,,
ORD-2723,VND-008,Apparel,21/07/2025,25/07/2025,,Cancelled,49,320,West,15680,July,,,1,0,0,0,0,,,
ORD-2724,VND-013,Office Supplies,22/07/2025,28/07/2025,,Cancelled,114,22,International,2508,July,,,1,0,0,0,0,,,
ORD-2725,VND-006,Electronics,22/07/2025,30/07/2025,,In Transit,7,45000,East,315000,July,,,1,0,0,0,0,,,
ORD-2726,VND-005,Furniture,22/07/2025,31/07/2025,31/07/2025,Delivered,2,6500,Central,13000,July,9,0,0,0,1,0,2,,,
ORD-2727,VND-015,Furniture,22/07/2025,31/07/2025,29/07/2025,Delivered,3,7000,North,21000,July,7,-2,0,0,0,1,3,,,
ORD-2728,VND-006,Office Supplies,22/07/2025,31/07/2025,03/08/2025,Delivered,23,15,International,345,July,12,3,0,1,0,0,23,,,
ORD-2729,VND-015,Electronics,22/07/2025,31/07/2025,03/08/2025,Delivered,10,2400,East,24000,July,12,3,0,1,0,0,10,,,
ORD-2730,VND-002,Furniture,22/07/2025,28/07/2025,30/07/2025,Delivered,2,6500,North,13000,July,8,2,0,1,0,0,2,,,
ORD-2731,VND-001,Office Supplies,22/07/2025,27/07/2025,27/07/2025,Delivered,31,95,East,2945,July,5,0,0,0,1,0,31,,,
ORD-2732,VND-007,Office Supplies,22/07/2025,29/07/2025,31/07/2025,Delivered,89,95,International,8455,July,9,2,0,1,0,0,89,,,
ORD-2733,VND-007,Electronics,22/07/2025,30/07/2025,,In Transit,9,1800,North,16200,July,,,1,0,0,0,0,,,
ORD-2734,VND-010,Apparel,22/07/2025,29/07/2025,27/07/2025,Delivered,24,220,International,5280,July,5,-2,0,0,0,1,24,,,
ORD-2735,VND-011,Office Supplies,22/07/2025,29/07/2025,27/07/2025,Delivered,101,80,East,8080,July,5,-2,0,0,0,1,101,,,
ORD-2736,VND-010,Apparel,22/07/2025,27/07/2025,25/07/2025,Delivered,35,75,West,2625,July,3,-2,0,0,0,1,35,,,
ORD-2737,VND-014,Apparel,23/07/2025,28/07/2025,27/07/2025,Delivered,7,180,South,1260,July,4,-1,0,0,0,1,7,,,
ORD-2738,VND-002,Furniture,23/07/2025,01/08/2025,04/08/2025,Delivered,1,9500,West,9500,July,12,3,0,1,0,0,1,,,
ORD-2739,VND-002,Apparel,23/07/2025,30/07/2025,29/07/2025,Delivered,5,90,International,450,July,6,-1,0,0,0,1,5,,,
ORD-2740,VND-001,Electronics,23/07/2025,27/07/2025,27/07/2025,Delivered,8,3100,International,24800,July,4,0,0,0,1,0,8,,,
ORD-2741,VND-010,Furniture,23/07/2025,01/08/2025,,In Transit,2,6500,International,13000,July,,,1,0,0,0,0,,,
ORD-2742,VND-008,Furniture,23/07/2025,31/07/2025,,Cancelled,3,18000,North,54000,July,,,1,0,0,0,0,,,
ORD-2743,VND-015,Furniture,23/07/2025,31/07/2025,29/07/2025,Delivered,3,7000,Central,21000,July,6,-2,0,0,0,1,3,,,
ORD-2744,VND-008,Office Supplies,23/07/2025,01/08/2025,01/08/2025,Delivered,27,25,International,675,July,9,0,0,0,1,0,27,,,
ORD-2745,VND-001,Office Supplies,23/07/2025,28/07/2025,31/07/2025,Delivered,95,500,West,47500,July,8,3,0,1,0,0,95,,,
ORD-2746,VND-012,Apparel,23/07/2025,27/07/2025,,Cancelled,34,140,South,4760,July,,,1,0,0,0,0,,,
ORD-2747,VND-011,Furniture,23/07/2025,28/07/2025,31/07/2025,Delivered,1,8000,International,8000,July,8,3,0,1,0,0,1,,,
ORD-2748,VND-008,Furniture,23/07/2025,30/07/2025,30/07/2025,Delivered,1,7000,International,7000,July,7,0,0,0,1,0,1,,,
ORD-2749,VND-009,Electronics,23/07/2025,31/07/2025,,In Transit,6,3100,International,18600,July,,,1,0,0,0,0,,,
ORD-2750,VND-014,Apparel,23/07/2025,27/07/2025,29/07/2025,Delivered,45,220,North,9900,July,6,2,0,1,0,0,45,,,
ORD-2751,VND-004,Electronics,23/07/2025,28/07/2025,27/07/2025,Delivered,5,3000,International,15000,July,4,-1,0,0,0,1,5,,,
ORD-2752,VND-001,Apparel,23/07/2025,30/07/2025,29/07/2025,Delivered,31,130,West,4030,July,6,-1,0,0,0,1,31,,,
ORD-2753,VND-001,Apparel,23/07/2025,28/07/2025,30/07/2025,Delivered,39,130,East,5070,July,7,2,0,1,0,0,39,,,
ORD-2754,VND-003,Office Supplies,24/07/2025,01/08/2025,30/07/2025,Delivered,111,150,Central,16650,July,6,-2,0,0,0,1,111,,,
ORD-2755,VND-015,Office Supplies,24/07/2025,28/07/2025,27/07/2025,Delivered,77,150,International,11550,July,3,-1,0,0,0,1,77,,,
ORD-2756,VND-014,Electronics,24/07/2025,02/08/2025,,In Transit,5,1800,North,9000,July,,,1,0,0,0,0,,,
ORD-2757,VND-005,Apparel,24/07/2025,30/07/2025,28/07/2025,Delivered,53,110,West,5830,July,4,-2,0,0,0,1,53,,,
ORD-2758,VND-005,Furniture,24/07/2025,29/07/2025,01/08/2025,Delivered,2,9500,International,19000,July,8,3,0,1,0,0,2,,,
ORD-2759,VND-009,Office Supplies,24/07/2025,02/08/2025,04/08/2025,Delivered,37,30,North,1110,July,11,2,0,1,0,0,37,,,
ORD-2760,VND-010,Furniture,24/07/2025,02/08/2025,,In Transit,3,7000,East,21000,July,,,1,0,0,0,0,,,
ORD-2761,VND-014,Electronics,24/07/2025,31/07/2025,02/08/2025,Delivered,3,1200,South,3600,July,9,2,0,1,0,0,3,,,
ORD-2762,VND-012,Office Supplies,24/07/2025,01/08/2025,02/08/2025,Delivered,47,40,International,1880,July,9,1,0,1,0,0,47,,,
ORD-2763,VND-002,Office Supplies,24/07/2025,01/08/2025,30/07/2025,Delivered,98,45,West,4410,July,6,-2,0,0,0,1,98,,,
ORD-2764,VND-002,Apparel,24/07/2025,01/08/2025,,In Transit,49,130,North,6370,July,,,1,0,0,0,0,,,
ORD-2765,VND-006,Electronics,24/07/2025,31/07/2025,30/07/2025,Delivered,7,1100,North,7700,July,6,-1,0,0,0,1,7,,,
ORD-2766,VND-015,Apparel,24/07/2025,29/07/2025,28/07/2025,Delivered,30,110,International,3300,July,4,-1,0,0,0,1,30,,,
ORD-2767,VND-009,Office Supplies,24/07/2025,31/07/2025,01/08/2025,Delivered,91,80,North,7280,July,8,1,0,1,0,0,91,,,
ORD-2768,VND-001,Electronics,25/07/2025,29/07/2025,,In Transit,3,1200,South,3600,July,,,1,0,0,0,0,,,
ORD-2769,VND-009,Office Supplies,25/07/2025,01/08/2025,04/08/2025,Delivered,37,500,North,18500,July,10,3,0,1,0,0,37,,,
ORD-2770,VND-009,Electronics,25/07/2025,30/07/2025,31/07/2025,Delivered,9,7200,Central,64800,July,6,1,0,1,0,0,9,,,
ORD-2771,VND-013,Office Supplies,25/07/2025,31/07/2025,,In Transit,81,15,Central,1215,July,,,1,0,0,0,0,,,
ORD-2772,VND-009,Furniture,25/07/2025,02/08/2025,,Cancelled,2,6500,North,13000,July,,,1,0,0,0,0,,,
ORD-2773,VND-005,Furniture,25/07/2025,29/07/2025,28/07/2025,Delivered,3,8000,International,24000,July,3,-1,0,0,0,1,3,,,
ORD-2774,VND-013,Apparel,25/07/2025,03/08/2025,,Cancelled,11,140,Central,1540,July,,,1,0,0,0,0,,,
ORD-2775,VND-015,Furniture,25/07/2025,03/08/2025,02/08/2025,Delivered,3,16500,West,49500,July,8,-1,0,0,0,1,3,,,
ORD-2776,VND-009,Office Supplies,25/07/2025,03/08/2025,03/08/2025,Delivered,104,95,Central,9880,July,9,0,0,0,1,0,104,,,
ORD-2777,VND-011,Office Supplies,25/07/2025,29/07/2025,,In Transit,62,40,North,2480,July,,,1,0,0,0,0,,,
ORD-2778,VND-004,Furniture,25/07/2025,02/08/2025,31/07/2025,Delivered,2,9500,International,19000,July,6,-2,0,0,0,1,2,,,
ORD-2779,VND-002,Apparel,25/07/2025,29/07/2025,28/07/2025,Delivered,17,60,East,1020,July,3,-1,0,0,0,1,17,,,
ORD-2780,VND-013,Furniture,25/07/2025,01/08/2025,03/08/2025,Delivered,3,6500,International,19500,July,9,2,0,1,0,0,3,,,
ORD-2781,VND-006,Electronics,25/07/2025,29/07/2025,29/07/2025,Delivered,3,1200,International,3600,July,4,0,0,0,1,0,3,,,
ORD-2782,VND-014,Electronics,25/07/2025,30/07/2025,31/07/2025,Delivered,9,3100,International,27900,July,6,1,0,1,0,0,9,,,
ORD-2783,VND-004,Electronics,25/07/2025,01/08/2025,31/07/2025,Delivered,2,1800,West,3600,July,6,-1,0,0,0,1,2,,,
ORD-2784,VND-006,Furniture,25/07/2025,29/07/2025,,In Transit,2,9500,South,19000,July,,,1,0,0,0,0,,,
ORD-2785,VND-003,Furniture,25/07/2025,03/08/2025,02/08/2025,Delivered,3,9500,North,28500,July,8,-1,0,0,0,1,3,,,
ORD-2786,VND-006,Furniture,25/07/2025,03/08/2025,04/08/2025,Delivered,3,9500,South,28500,July,10,1,0,1,0,0,3,,,
ORD-2787,VND-002,Electronics,26/07/2025,02/08/2025,,Cancelled,3,29000,East,87000,July,,,1,0,0,0,0,,,
ORD-2788,VND-002,Apparel,26/07/2025,01/08/2025,01/08/2025,Delivered,12,195,South,2340,July,6,0,0,0,1,0,12,,,
ORD-2789,VND-013,Office Supplies,26/07/2025,02/08/2025,02/08/2025,Delivered,57,12,North,684,July,7,0,0,0,1,0,57,,,
ORD-2790,VND-009,Furniture,26/07/2025,01/08/2025,01/08/2025,Delivered,3,6500,North,19500,July,6,0,0,0,1,0,3,,,
ORD-2791,VND-007,Apparel,26/07/2025,02/08/2025,31/07/2025,Delivered,28,110,East,3080,July,5,-2,0,0,0,1,28,,,
ORD-2792,VND-003,Office Supplies,26/07/2025,30/07/2025,01/08/2025,Delivered,43,40,North,1720,July,6,2,0,1,0,0,43,,,
ORD-2793,VND-013,Office Supplies,26/07/2025,01/08/2025,30/07/2025,Delivered,76,80,East,6080,July,4,-2,0,0,0,1,76,,,
ORD-2794,VND-011,Office Supplies,26/07/2025,03/08/2025,02/08/2025,Delivered,70,350,East,24500,July,7,-1,0,0,0,1,70,,,
ORD-2795,VND-001,Apparel,26/07/2025,01/08/2025,30/07/2025,Delivered,20,130,North,2600,July,4,-2,0,0,0,1,20,,,
ORD-2796,VND-008,Apparel,26/07/2025,30/07/2025,02/08/2025,Delivered,18,220,Central,3960,July,7,3,0,1,0,0,18,,,
ORD-2797,VND-014,Electronics,26/07/2025,30/07/2025,,In Transit,4,1200,East,4800,July,,,1,0,0,0,0,,,
ORD-2798,VND-006,Apparel,27/07/2025,05/08/2025,,In Transit,29,60,North,1740,July,,,1,0,0,0,0,,,
ORD-2799,VND-007,Apparel,27/07/2025,04/08/2025,07/08/2025,Delivered,54,320,Central,17280,July,11,3,0,1,0,0,54,,,
ORD-2800,VND-009,Apparel,27/07/2025,01/08/2025,01/08/2025,Delivered,22,45,East,990,July,5,0,0,0,1,0,22,,,
ORD-2801,VND-005,Office Supplies,27/07/2025,31/07/2025,,Cancelled,99,150,Central,14850,July,,,1,0,0,0,0,,,
ORD-2802,VND-015,Furniture,27/07/2025,03/08/2025,03/08/2025,Delivered,3,9500,West,28500,July,7,0,0,0,1,0,3,,,
ORD-2803,VND-001,Electronics,27/07/2025,03/08/2025,,In Transit,7,1100,International,7700,July,,,1,0,0,0,0,,,
ORD-2804,VND-012,Furniture,27/07/2025,04/08/2025,02/08/2025,Delivered,2,8000,West,16000,July,6,-2,0,0,0,1,2,,,
ORD-2805,VND-010,Furniture,27/07/2025,02/08/2025,,Cancelled,1,3800,Central,3800,July,,,1,0,0,0,0,,,
ORD-2806,VND-007,Apparel,27/07/2025,02/08/2025,31/07/2025,Delivered,8,220,East,1760,July,4,-2,0,0,0,1,8,,,
ORD-2807,VND-015,Electronics,27/07/2025,01/08/2025,03/08/2025,Delivered,1,1100,North,1100,July,7,2,0,1,0,0,1,,,
ORD-2808,VND-005,Furniture,27/07/2025,31/07/2025,03/08/2025,Delivered,3,12000,South,36000,July,7,3,0,1,0,0,3,,,
ORD-2809,VND-003,Furniture,27/07/2025,02/08/2025,01/08/2025,Delivered,3,6500,North,19500,July,5,-1,0,0,0,1,3,,,
ORD-2810,VND-012,Electronics,27/07/2025,02/08/2025,03/08/2025,Delivered,7,1800,South,12600,July,7,1,0,1,0,0,7,,,
ORD-2811,VND-013,Apparel,27/07/2025,02/08/2025,04/08/2025,Delivered,54,220,South,11880,July,8,2,0,1,0,0,54,,,
ORD-2812,VND-009,Furniture,27/07/2025,31/07/2025,31/07/2025,Delivered,3,7000,East,21000,July,4,0,0,0,1,0,3,,,
ORD-2813,VND-001,Office Supplies,27/07/2025,05/08/2025,06/08/2025,Delivered,69,80,Central,5520,July,10,1,0,1,0,0,69,,,
ORD-2814,VND-001,Furniture,28/07/2025,04/08/2025,02/08/2025,Delivered,3,21000,North,63000,July,5,-2,0,0,0,1,3,,,
ORD-2815,VND-001,Office Supplies,28/07/2025,04/08/2025,02/08/2025,Delivered,62,150,Central,9300,July,5,-2,0,0,0,1,62,,,
ORD-2816,VND-003,Apparel,28/07/2025,05/08/2025,03/08/2025,Delivered,48,45,West,2160,July,6,-2,0,0,0,1,48,,,
ORD-2817,VND-012,Furniture,28/07/2025,02/08/2025,03/08/2025,Delivered,2,4500,East,9000,July,6,1,0,1,0,0,2,,,
ORD-2818,VND-006,Electronics,28/07/2025,04/08/2025,07/08/2025,Delivered,8,3000,East,24000,July,10,3,0,1,0,0,8,,,
ORD-2819,VND-010,Electronics,28/07/2025,03/08/2025,02/08/2025,Delivered,3,13500,West,40500,July,5,-1,0,0,0,1,3,,,
ORD-2820,VND-011,Furniture,28/07/2025,03/08/2025,01/08/2025,Delivered,3,18000,North,54000,July,4,-2,0,0,0,1,3,,,
ORD-2821,VND-003,Apparel,28/07/2025,05/08/2025,08/08/2025,Delivered,19,60,International,1140,July,11,3,0,1,0,0,19,,,
ORD-2822,VND-008,Apparel,28/07/2025,04/08/2025,06/08/2025,Delivered,41,250,West,10250,July,9,2,0,1,0,0,41,,,
ORD-2823,VND-014,Electronics,28/07/2025,01/08/2025,30/07/2025,Delivered,8,29000,North,232000,July,2,-2,0,0,0,1,8,,,
ORD-2824,VND-014,Furniture,28/07/2025,02/08/2025,02/08/2025,Delivered,1,3800,South,3800,July,5,0,0,0,1,0,1,,,
ORD-2825,VND-010,Apparel,28/07/2025,04/08/2025,,Cancelled,20,75,East,1500,July,,,1,0,0,0,0,,,
ORD-2826,VND-002,Electronics,28/07/2025,04/08/2025,06/08/2025,Delivered,7,3100,North,21700,July,9,2,0,1,0,0,7,,,
ORD-2827,VND-014,Office Supplies,28/07/2025,02/08/2025,05/08/2025,Delivered,30,22,Central,660,July,8,3,0,1,0,0,30,,,
ORD-2828,VND-009,Furniture,28/07/2025,01/08/2025,31/07/2025,Delivered,3,4500,Central,13500,July,3,-1,0,0,0,1,3,,,
ORD-2829,VND-003,Office Supplies,28/07/2025,04/08/2025,07/08/2025,Delivered,81,12,East,972,July,10,3,0,1,0,0,81,,,
ORD-2830,VND-005,Office Supplies,28/07/2025,03/08/2025,05/08/2025,Delivered,101,350,West,35350,July,8,2,0,1,0,0,101,,,
ORD-2831,VND-010,Apparel,28/07/2025,01/08/2025,30/07/2025,Delivered,34,195,International,6630,July,2,-2,0,0,0,1,34,,,
ORD-2832,VND-008,Apparel,29/07/2025,02/08/2025,,Cancelled,50,140,West,7000,July,,,1,0,0,0,0,,,
ORD-2833,VND-002,Apparel,29/07/2025,04/08/2025,,Cancelled,14,75,North,1050,July,,,1,0,0,0,0,,,
ORD-2834,VND-006,Furniture,29/07/2025,05/08/2025,,In Transit,2,6500,West,13000,July,,,1,0,0,0,0,,,
ORD-2835,VND-012,Office Supplies,29/07/2025,05/08/2025,04/08/2025,Delivered,46,25,East,1150,July,6,-1,0,0,0,1,46,,,
ORD-2836,VND-005,Furniture,29/07/2025,07/08/2025,06/08/2025,Delivered,3,15000,North,45000,July,8,-1,0,0,0,1,3,,,
ORD-2837,VND-013,Apparel,29/07/2025,05/08/2025,03/08/2025,Delivered,38,140,South,5320,July,5,-2,0,0,0,1,38,,,
ORD-2838,VND-010,Office Supplies,29/07/2025,04/08/2025,,Cancelled,93,30,West,2790,July,,,1,0,0,0,0,,,
ORD-2839,VND-009,Furniture,29/07/2025,05/08/2025,05/08/2025,Delivered,2,12000,West,24000,July,7,0,0,0,1,0,2,,,
ORD-2840,VND-012,Furniture,29/07/2025,06/08/2025,04/08/2025,Delivered,2,4500,International,9000,July,6,-2,0,0,0,1,2,,,
ORD-2841,VND-005,Electronics,29/07/2025,06/08/2025,07/08/2025,Delivered,5,1800,North,9000,July,9,1,0,1,0,0,5,,,
ORD-2842,VND-002,Furniture,30/07/2025,04/08/2025,05/08/2025,Delivered,1,14000,Central,14000,July,6,1,0,1,0,0,1,,,
ORD-2843,VND-005,Apparel,30/07/2025,07/08/2025,,Cancelled,30,250,West,7500,July,,,1,0,0,0,0,,,
ORD-2844,VND-015,Furniture,30/07/2025,05/08/2025,08/08/2025,Delivered,2,3800,East,7600,July,9,3,0,1,0,0,2,,,
ORD-2845,VND-012,Office Supplies,30/07/2025,08/08/2025,09/08/2025,Delivered,86,22,West,1892,July,10,1,0,1,0,0,86,,,
ORD-2846,VND-004,Furniture,30/07/2025,04/08/2025,06/08/2025,Delivered,2,18000,International,36000,July,7,2,0,1,0,0,2,,,
ORD-2847,VND-015,Electronics,30/07/2025,06/08/2025,,In Transit,2,5000,South,10000,July,,,1,0,0,0,0,,,
ORD-2848,VND-011,Office Supplies,30/07/2025,07/08/2025,09/08/2025,Delivered,68,18,International,1224,July,10,2,0,1,0,0,68,,,
ORD-2849,VND-007,Office Supplies,30/07/2025,03/08/2025,,In Transit,110,40,West,4400,July,,,1,0,0,0,0,,,
ORD-2850,VND-006,Electronics,30/07/2025,08/08/2025,11/08/2025,Delivered,1,3100,Central,3100,July,12,3,0,1,0,0,1,,,
ORD-2851,VND-014,Apparel,30/07/2025,05/08/2025,,In Transit,31,180,West,5580,July,,,1,0,0,0,0,,,
ORD-2852,VND-002,Office Supplies,30/07/2025,03/08/2025,06/08/2025,Delivered,23,45,North,1035,July,7,3,0,1,0,0,23,,,
ORD-2853,VND-012,Apparel,30/07/2025,07/08/2025,06/08/2025,Delivered,7,90,West,630,July,7,-1,0,0,0,1,7,,,
ORD-2854,VND-011,Office Supplies,30/07/2025,04/08/2025,02/08/2025,Delivered,40,80,Central,3200,July,3,-2,0,0,0,1,40,,,
ORD-2855,VND-011,Office Supplies,30/07/2025,04/08/2025,06/08/2025,Delivered,9,40,North,360,July,7,2,0,1,0,0,9,,,
ORD-2856,VND-013,Apparel,30/07/2025,06/08/2025,08/08/2025,Delivered,50,250,East,12500,July,9,2,0,1,0,0,50,,,
ORD-2857,VND-005,Office Supplies,31/07/2025,09/08/2025,,In Transit,22,40,North,880,July,,,1,0,0,0,0,,,
ORD-2858,VND-007,Apparel,31/07/2025,07/08/2025,06/08/2025,Delivered,49,195,International,9555,July,6,-1,0,0,0,1,49,,,
ORD-2859,VND-011,Electronics,31/07/2025,06/08/2025,06/08/2025,Delivered,10,8500,South,85000,July,6,0,0,0,1,0,10,,,
ORD-2860,VND-007,Apparel,31/07/2025,08/08/2025,10/08/2025,Delivered,45,130,International,5850,July,10,2,0,1,0,0,45,,,
ORD-2861,VND-015,Electronics,31/07/2025,05/08/2025,05/08/2025,Delivered,8,8500,North,68000,July,5,0,0,0,1,0,8,,,
ORD-2862,VND-005,Office Supplies,31/07/2025,06/08/2025,,In Transit,83,500,East,41500,July,,,1,0,0,0,0,,,
ORD-2863,VND-012,Apparel,31/07/2025,08/08/2025,11/08/2025,Delivered,24,90,West,2160,July,11,3,0,1,0,0,24,,,
ORD-2864,VND-015,Office Supplies,31/07/2025,06/08/2025,,Cancelled,61,500,North,30500,July,,,1,0,0,0,0,,,
ORD-2865,VND-009,Apparel,31/07/2025,08/08/2025,,Cancelled,31,90,International,2790,July,,,1,0,0,0,0,,,
ORD-2866,VND-004,Electronics,31/07/2025,04/08/2025,04/08/2025,Delivered,7,7200,North,50400,July,4,0,0,0,1,0,7,,,
ORD-2867,VND-011,Electronics,31/07/2025,07/08/2025,06/08/2025,Delivered,8,7200,North,57600,July,6,-1,0,0,0,1,8,,,
ORD-2868,VND-003,Apparel,31/07/2025,08/08/2025,,In Transit,6,220,North,1320,July,,,1,0,0,0,0,,,
ORD-2869,VND-015,Electronics,31/07/2025,06/08/2025,06/08/2025,Delivered,2,1200,East,2400,July,6,0,0,0,1,0,2,,,
ORD-2870,VND-004,Office Supplies,31/07/2025,09/08/2025,11/08/2025,Delivered,25,22,Central,550,July,11,2,0,1,0,0,25,,,
ORD-2871,VND-005,Office Supplies,31/07/2025,07/08/2025,07/08/2025,Delivered,76,22,Central,1672,July,7,0,0,0,1,0,76,,,
ORD-2872,VND-013,Furniture,31/07/2025,04/08/2025,03/08/2025,Delivered,3,8000,North,24000,July,3,-1,0,0,0,1,3,,,
ORD-2873,VND-006,Electronics,31/07/2025,08/08/2025,,In Transit,4,5000,East,20000,July,,,1,0,0,0,0,,,
ORD-2874,VND-003,Office Supplies,31/07/2025,06/08/2025,09/08/2025,Delivered,103,80,East,8240,July,9,3,0,1,0,0,103,,,
ORD-2875,VND-002,Apparel,01/08/2025,10/08/2025,09/08/2025,Delivered,21,45,North,945,August,8,-1,0,0,0,1,21,,,
ORD-2876,VND-014,Electronics,01/08/2025,09/08/2025,,Cancelled,2,1100,International,2200,August,,,1,0,0,0,0,,,
ORD-2877,VND-013,Office Supplies,01/08/2025,09/08/2025,11/08/2025,Delivered,22,80,International,1760,August,10,2,0,1,0,0,22,,,
ORD-2878,VND-004,Electronics,01/08/2025,08/08/2025,06/08/2025,Delivered,10,29000,South,290000,August,5,-2,0,0,0,1,10,,,
ORD-2879,VND-005,Apparel,01/08/2025,10/08/2025,,In Transit,39,130,North,5070,August,,,1,0,0,0,0,,,
